Depth_z,Time_t,Clean_u,Noise,Noisy_u
1.5259956132274497,0.007364685797226955,0.9996366001539416,0.14525335846202034,1.144889958615962
0.8826466043239405,0.018161190851599573,0.999976308778137,-0.05857833144126709,0.9413979773368699
1.6885080062298543,0.021940543818117966,0.8253555083301607,-0.01841244783940153,0.8069430604907591
1.3789466157939787,0.024664063453259645,0.9893092495258639,0.01707777754702548,1.0063870270728894
0.2208205079442871,0.027822915565108672,0.6071942184581168,0.08643488222027962,0.6936291006783964
1.9131949151425713,0.04591586553031945,0.20628675829157345,-0.049342853921411876,0.15694390437016156
1.5013882278214776,0.04704145109944124,0.8621674693884783,-0.012263892297105488,0.8499035770913729
1.5492434661317513,0.0548812135587977,0.7857469063158107,0.0388668788030872,0.8246137851188979
0.28597817473704806,0.07595982173259236,0.4969455128454846,0.021738303723330934,0.5186838165688156
0.9047410007594889,0.07894752415493302,0.9504729797600263,-0.018807803561504965,0.9316651761985213
0.751932206526556,0.08257745261384601,0.9037350211509598,-0.006691148225802058,0.8970438729251577
1.8193887785893155,0.09344385745386147,0.2969645285534189,-0.0687447904184991,0.22821973813491983
1.276221030554876,0.12104599762157812,0.8027833058850025,-0.011908687198733262,0.7908746186862692
1.6197022974799935,0.12312865929695514,0.512936664829147,-0.013319374500447756,0.4996172903286993
0.8913552617484758,0.12557792112396274,0.8521046490344785,0.011608494481312799,0.8637131435157913
0.4762983458267716,0.1355102200357008,0.5888617263515765,-0.027766360940950804,0.5610953654106258
1.1048027910704028,0.16341983256849402,0.769409050275349,0.023576926127256953,0.7929859764026059
0.16252913172001662,0.16664444966330658,0.19978048863686315,0.05063579089099143,0.2504162795278546
1.6290518502257576,0.18530604376158571,0.4077567774006989,0.007771466383423302,0.4155282437841222
1.2527956463143646,0.20283507412030313,0.6433234282052787,0.017587820419960175,0.6609112486252389
1.4955284609639177,0.20926737732028045,0.48900922925866774,0.002657767378893368,0.49166699663756114
0.7206898588093472,0.2208018681917336,0.5991745014224297,4.219654570709021e-06,0.5991787210770004
1.9037402068382143,0.2338606746768343,0.09632745659305789,-0.03607790167714237,0.060249554915915514
1.7547925529386195,0.2399228356839132,0.23575142304831545,0.0158247130836654,0.2515761361319809
1.5344963143816228,0.2579607370030596,0.39647762522488755,-0.004864329920674474,0.39161329530421307
0.4137063190757777,0.26317768740780445,0.35377717085614613,0.10465841544652975,0.4584355863026759
0.9361043271559056,0.28471357507618106,0.5450592245035435,0.07866774512376212,0.6237269696273056
0.12410323031147924,0.28924883888378083,0.10484595770810144,0.01929232762782504,0.12413828533592648
0.3362358247696918,0.2990904852286915,0.26480948402770355,-0.03815286048473838,0.22665662354296517
1.351453990225513,0.3445346980079592,0.3908727618255131,-0.0556205735991709,0.33525218822634223
1.4699433393430088,0.37773061975572075,0.30778966492960963,0.059557147654443254,0.3673468125840529
1.8976186862736832,0.3818778482818071,0.06582212558530541,0.013137461257356925,0.07895958684266234
0.6655846876252517,0.3920971901713657,0.34499933183774495,0.024007170169580542,0.3690065020073255
0.7512826355869483,0.39349225538434834,0.3671909171880407,-0.08722929934870964,0.27996161783933105
0.9415471576495512,0.41331331258931114,0.3728994771492411,0.04637192407790904,0.4192714012271501
0.4037850094418285,0.42083844389995795,0.2170289465826738,0.02272101691071815,0.23974996349339195
0.28944929024410554,0.4249864556223209,0.1588769980826961,-0.0555215342207239,0.1033554638619722
0.9533534583537928,0.42758037368006585,0.35802584279592864,-0.023576240372497448,0.3344496024234312
0.47566595017769747,0.44477497243014646,0.23185376737871743,0.01318586021782598,0.2450396275965434
1.3260428697904199,0.45936636369169875,0.2848246866659259,0.0026233399178121814,0.2874480265837381
0.8793316842348751,0.48889538684331896,0.2940305096545925,-0.01460855929017775,0.27942195036441475
1.638742136431048,0.51229698224833,0.1501500052003435,-0.0051744134032980435,0.14497559179704544
1.3845089958443182,0.5253880671650187,0.22118624169287943,-0.01259886891034427,0.20858737278253517
0.6397439514535188,0.5623249131522783,0.20333865189479047,0.007628125605123429,0.2109667774999139
1.637938818678786,0.6364055533447254,0.10418184672525936,0.07357459864965786,0.17775644537491722
1.5851475663938595,0.6370179317443971,0.11711210844824683,-0.12833292204656488,-0.011220813598318044
0.783958487737935,0.6421421067027325,0.17934137101321665,-0.011842513225484214,0.16749885778773244
0.5935899595460687,0.6452463139906698,0.15133461552136088,0.008825621068622348,0.1601602365899832
1.350391367631953,0.7189183984820983,0.12913947815231785,0.014799699484354976,0.14393917763667283
0.3083247685298748,0.7919027620120257,0.05683582766081003,-0.018595729066064492,0.03824009859474554
